,doi,url,full_doc_link,is_open_access,label_level_1,label_level_2,label_level_3,journal,literature_site,unnamed: 11,label,text
54,10.1242/jeb.078931,https://jeb.biologists.org/content/216/7/1152,https://journals.biologists.com/jeb/article-pdf/216/7/1152/1873065/1152.pdf,True,['Process resources'],['Capture resources'],"['Capture solids', 'Capture liquids']",['Journal of Experimental Biology (JEB)'],jeb.biologists.org,,-1,"Flow-dependent porosity and other biomechanical properties of mysticete baleen SUMMARY Despite its vital function in a highly dynamic environment, baleen is typically assumed to be a static material. Its biomechanical and material properties have not previously been explored. Thus I tested sections of baleen from bowhead whales, Balaena mysticetus, and humpback whales, Megaptera novaeangliae, alone or in groups representing miniature ‘racks’, in a flow tank through which water and buoyant particles circulated with variable flow velocity. Kinematic sequences were recorded through an endoscopic camera or viewing window. One set of experiments investigated particle capture; another series analyzed biomechanical behavior, including fringe spacing, movement and interaction. Baleen fringe porosity directly correlates, in a mostly linear fashion, with velocity of incident water flow. However, undulation and interaction of fringes (especially of bowheads) at higher flow velocities can decrease porosity. Fringe porosity depends on distance from the baleen plate. Porosity also varies, with fringe length, by position along the length of an individual plate. Plate orientation, which varied from 0 to 90 deg relative to water flow, is crucial in fringe spacing and particle capture. At all flow velocities, porosity is lowest with plates aligned parallel to water flow. Turbulence introduced when plates rotate perpendicular to flow (as in cross-flow filtration) increases fringe interaction, so that particles more easily strike fringes yet more readily dislodge. Baleen of bowhead whales, which feed by continuous ram filtration, differs biomechanically from that of humpbacks, which use intermittent lunge filtration. The longer, finer fringes of bowhead baleen readily form a mesh-like mat, especially at higher flow velocities, to trap tiny particles."
55,10.1038/417241a,https://www.nature.com/articles/417241a,https://www.nature.com/articles/417241a.pdf,True,['Sense send or process information'],['Sense signals/environmental cues'],"['Sense shape and/or pattern', 'Sense touch and mechanical forces']","['Journal of Experimental Biology (JEB)', 'Nature']",www.nature.com,,-1,"Neurology: An ancient sensory organ in crocodilians Crocodilians hunt at night, waiting half-submerged for land-bound prey to disturb the water surface. Here I show that crocodilians have specialized sensory organs on their faces that can detect small disruptions in the surface of the surrounding water, and which are linked to a dedicated, hypertrophied nerve system. Such 'dome' pressure receptors are also evident in fossils from the Jurassic period, indicating that these semi-aquatic predators solved the problem of combining armour with tactile sensitivity many millions of years ago."
56,10.1016/S1369-7021(02)01237-3,https://www.sciencedirect.com/science/article/pii/S1369702102012373?via%3Dihub,https://www.sciencedirect.com/science/article/pii/S1369702102012373/pdfft,True,['Maintain structural integrity'],"['Manage structural forces', 'Prevent structural failure']","['Manage stress/strain', 'Manage impact', 'Prevent buckling']","[""Comparative Biomechanics: Life's Physical World"", 'Materials Today']",www.sciencedirect.com,,-1,"Survival of the cheapest Abstract Most of our resources, especially materials, are treated by economics as if the supply were infinite, when demonstrably it is not for those that are non-renewable. In his engineering, use of materials and energy, man lets design takes second place, whereas nature treats materials as expensive and designs with apparent care and attention to detail. This results in durable materials and cheap structures that are easy to recycle under ambient conditions. Examples illustrating this principle, which are given here, are drawn from both animals and plants with comments on the underlying mechanisms such as self-assembly of liquid crystal systems, use of composite structures, and control of fracture properties. The natural world, of which we are a significant part, has many examples of survival with minimum use of energy. These examples range from the production and use of materials to the organization of entire populations. But not all organisms exist in a half-lit, miserly half-life. Their (that is to say, our) driving purpose in life is to reproduce, and no organism (that is, me or you) would be here unless our parents had a strong urge to reproduce, something which we, mostly, inherit. So any way that we can have the largest number of surviving offspring will be favored. In doing this we are in competition with nearly all the other organisms in the vicinity. The ones with which we are overtly friendly are our immediate genetic (or to a lesser extent, social) relatives, and much has been made of the concept that it is our genes, rather than ourselves, that crave dominance."
57,10.1073/pnas.1014280108,https://www.pnas.org/content/108/11/4322,https://www.pnas.org/content/108/11/4322.full.pdf,True,['Maintain structural integrity'],['Manage structural forces'],['Manage stress/strain'],['PNAS'],www.pnas.org,,-1,"Shape of tropoelastin, the highly extensible protein that controls human tissue elasticity Elastin enables the reversible deformation of elastic tissues and can withstand decades of repetitive forces. Tropoelastin is the soluble precursor to elastin, the main elastic protein found in mammals. Little is known of the shape and mechanism of assembly of tropoelastin as its unique composition and propensity to self-associate has hampered structural studies. In this study, we solve the nanostructure of full-length and corresponding overlapping fragments of tropoelastin using small angle X-ray and neutron scattering, allowing us to identify discrete regions of the molecule. Tropoelastin is an asymmetric coil, with a protruding foot that encompasses the C-terminal cell interaction motif. We show that individual tropoelastin molecules are highly extensible yet elastic without hysteresis to perform as highly efficient molecular nanosprings. Our findings shed light on how biology uses this single protein to build durable elastic structures that allow for cell attachment to an appended foot. We present a unique model for head-to-tail assembly which allows for the propagation of the molecule’s asymmetric coil through a stacked spring design."
58,10.1111/j.1469-8137.2010.03220.x,https://pubmed.ncbi.nlm.nih.gov/20298484/,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1469-8137.2010.03220.x,True,['Protect from harm'],['Protect from living threats'],['Protect from animals'],['New Phytologist'],pubmed.ncbi.nlm.nih.gov,,-1,"Birch (Betula spp.) leaves adsorb and re-release volatiles specific to neighbouring plants--a mechanism for associational herbivore resistance? Plant-emitted semi-volatile compounds have low vaporization rates at 20-25 degrees C and may therefore persist on surfaces such as plant foliage. The passive adsorption of arthropod-repellent semi-volatiles to neighbouring foliage could convey associational resistance, whereby a plant's neighbours reduce damage caused by herbivores. We found that birch (Betula spp.) leaves adsorb and re-release the specific arthropod-repelling C(15) semi-volatiles ledene, ledol and palustrol produced by Rhododendron tomentosum when grown in mixed association in a field setup. In a natural habitat, a higher concentration of ledene was released from birches neighbouring R. tomentosum than from birches situated > 5 m from R. tomentosum. Emission of alpha-humulene, a sesquiterpene synthesized by both Betula pendula and R. tomentosum, was also increased in R. tomentosum-neighbouring B. pendula. In assessments for associational resistance, we found that the polyphagous green leaf weevils (Polydrusus flavipes) and autumnal moth (Epirrita autumnata) larvae both preferred B. pendula to R. tomentosum. P. flavipes also preferred birch leaves not exposed to R. tomentosum to leaves from mixed associations. In the field, a reduction in Euceraphis betulae aphid density occurred in mixed associations. Our results suggest that plant/tree species may be protected by semi-volatile compounds emitted by a more herbivore-resistant heterospecific neighbour."
59,10.1038/nrmicro.2018.10,https://www.nature.com/articles/nrmicro.2018.10,https://www.nature.com/articles/nrmicro.2018.10.pdf,True,"['Chemically modify or Change energy state', 'Process resources']","['Change energy state', 'Capture resources', 'Chemically break down']","['Modify/convert chemical energy', 'Capture gases', 'Chemically break down organic compounds']","['Microporous and Mesoporous Materials', 'Annual Review of Microbiology']",www.nature.com,,-1,"Bacterial microcompartments Bacterial microcompartments (BMCs) are self-assembling organelles that consist of an enzymatic core that is encapsulated by a selectively permeable protein shell. The potential to form BMCs is widespread and found across the kingdom Bacteria. BMCs have crucial roles in carbon dioxide fixation in autotrophs and the catabolism of organic substrates in heterotrophs. They contribute to the metabolic versatility of bacteria, providing a competitive advantage in specific environmental niches. Although BMCs were first visualized more than 60 years ago, it is mainly in the past decade that progress has been made in understanding their metabolic diversity and the structural basis of their assembly and function. This progress has not only heightened our understanding of their role in microbial metabolism but is also beginning to enable their use in a variety of applications in synthetic biology. In this Review, we focus on recent insights into the structure, assembly, diversity and function of BMCs."
60,10.1242/jeb.036871,https://jeb.biologists.org/content/213/2/288,https://journals.biologists.com/jeb/article-pdf/213/2/288/1429943/288.pdf,True,['Process resources'],"['Capture resources', 'Absorb and/or filter resources']",['Absorb and/or filter liquids'],"['Journal of Experimental Biology (JEB)', 'Endocrinology']",jeb.biologists.org,,-1,"Correlation between aquaporin and water permeability in response to vasotocin, hydrin and β-adrenergic effectors in the ventral pelvic skin of the tree frog Hyla japonica SUMMARY The ventral pelvic skin of the tree frog Hyla japonica expresses two kinds of arginine vasotocin (AVT)-stimulated aquaporins (AQP-h2 and AQP-h3), which affect the capacity of the frog's skin to absorb water. As such, it can be used as a model system for analyzing the molecular mechanisms of water permeability. We investigated AQP dynamics and water permeability in the pelvic skin of H. japonica following challenge with AVT, hydrins (intermediate peptides of pro-AVT) and β-adrenergic effectors. In the in vivo experiment, both AQP-h2 and AQP-h3 proteins were translocated to the apical plasma membrane in the principal cells of the first-reacting cell (FRC) layer in the pelvic skin following challenge with AVT, hydrin 1 and hydrin 2, thereby increasing the water permeability of the pelvic skin. The β-adrenergic receptor agonist isoproterenol (IP) and its anatagonist propranolol (PP) in combination with AVT or hydrins were used as challenge in the in vitro experiment. IP increased water permeability whereas PP inhibited it, and both events were well correlated with the translocation of the AQPs to the apical membrane. In the PP+AVT-treated skins, labels for AQP-h2 and AQP-h3 were differentially visible among the principal cells; the apical plasma membrane of some cells was labeled while others were not, indicating that the response of PP or AVT is different from cell to cell. These results provide morphological evidence that the principal cells of the FRC layers may have two kinds of receptors: a V2 receptor and β-adrenergic receptor."
61,10.1038/nchembio0906-453,https://www.nature.com/articles/nchembio0906-453,https://www.nature.com/articles/nchembio0906-453.pdf,True,"['Sense send or process information', 'Chemically modify or Change energy state', 'Protect from harm']","['Send signals', 'Change energy state', 'Protect from living threats']","['Send electrical/magnetic signals', 'Modify/convert electrical energy', 'Protect from microbes']","['Nature Chemical Biology', 'Nature']",www.nature.com,,-1,"Charging the batteries to heal wounds through PI3K Endogenous electric fields in wounds have been documented for centuries, but they have received little attention from the scientific community. A new study shows that manipulation of these electric fields affects wound healing in vivo and identifies the phosphoinositide 3-kinase signaling pathway as a key component of cell migration in response to electric cues."
62,10.1016/j.cub.2015.11.057,https://www.sciencedirect.com/science/article/pii/S0960982215015018,https://www.sciencedirect.com/science/article/pii/S0960982215015018/pdfft,True,"['Sense send or process information', 'Chemically modify or Change energy state', 'Process resources']","['Sense signals/environmental cues', 'Change energy state', 'Capture resources']","['Sense touch and mechanical forces', 'Modify/convert mechanical energy', 'Modify/convert chemical energy', 'Capture solids']","['Nature', 'Current Biology']",www.sciencedirect.com,,-1,"The Venus Flytrap Dionaea muscipula Counts Prey-Induced Action Potentials to Induce Sodium Uptake Summary Carnivorous plants, such as the Venus flytrap (Dionaea muscipula), depend on an animal diet when grown in nutrient-poor soils. When an insect visits the trap and tilts the mechanosensors on the inner surface, action potentials (APs) are fired. After a moving object elicits two APs, the trap snaps shut, encaging the victim. Panicking preys repeatedly touch the trigger hairs over the subsequent hours, leading to a hermetically closed trap, which via the gland-based endocrine system is flooded by a prey-decomposing acidic enzyme cocktail. Here, we asked the question as to how many times trigger hairs have to be stimulated (e.g., now many APs are required) for the flytrap to recognize an encaged object as potential food, thus making it worthwhile activating the glands. By applying a series of trigger-hair stimulations, we found that the touch hormone jasmonic acid (JA) signaling pathway is activated after the second stimulus, while more than three APs are required to trigger an expression of genes encoding prey-degrading hydrolases, and that this expression is proportional to the number of mechanical stimulations. A decomposing animal contains a sodium load, and we have found that these sodium ions enter the capture organ via glands. We identified a flytrap sodium channel DmHKT1 as responsible for this sodium acquisition, with the number of transcripts expressed being dependent on the number of mechano-electric stimulations. Hence, the number of APs a victim triggers while trying to break out of the trap identifies the moving prey as a struggling Na+-rich animal and nutrition for the plant. Video Abstract"
63,10.1038/s41586-020-1990-9,https://www.nature.com/articles/s41586-020-1990-9,https://www.nature.com/articles/s41586-020-1990-9.pdf,True,"['Protect from harm', 'Maintain ecological community']","['Protect from living threats', 'Individual benefit']","['Protect from microbes', 'Regulate reproduction or growth']",['Nature'],www.nature.com,,-1,"Evolution-guided discovery of antibiotics that inhibit peptidoglycan remodelling Addressing the ongoing antibiotic crisis requires the discovery of compounds with novel mechanisms of action that are capable of treating drug-resistant infections 1 . Many antibiotics are sourced from specialized metabolites produced by bacteria, particularly those of the Actinomycetes family 2 . Although actinomycete extracts have traditionally been screened using activity-based platforms, this approach has become unfavourable owing to the frequent rediscovery of known compounds. Genome sequencing of actinomycetes reveals an untapped reservoir of biosynthetic gene clusters, but prioritization is required to predict which gene clusters may yield promising new chemical matter 2 . Here we make use of the phylogeny of biosynthetic genes along with the lack of known resistance determinants to predict divergent members of the glycopeptide family of antibiotics that are likely to possess new biological activities. Using these predictions, we uncovered two members of a new functional class of glycopeptide antibiotics—the known glycopeptide antibiotic complestatin and a newly discovered compound we call corbomycin—that have a novel mode of action. We show that by binding to peptidoglycan, complestatin and corbomycin block the action of autolysins—essential peptidoglycan hydrolases that are required for remodelling of the cell wall during growth. Corbomycin and complestatin have low levels of resistance development and are effective in reducing bacterial burden in a mouse model of skin MRSA infection. The glycopeptide antibiotic-related compounds complestatin and corbomycin function by binding to peptidoglycan and blocking the action of autolysins—peptidoglycan hydrolase enzymes that remodel the cell wall during growth."
64,10.1038/nature05466,https://www.nature.com/articles/nature05466,https://www.nature.com/articles/nature05466.pdf,True,['Sense send or process information'],['Sense signals/environmental cues'],['Sense chemicals'],['Nature'],www.nature.com,,-1,"Two chemosensory receptors together mediate carbon dioxide detection in Drosophila Blood-feeding insects, including the malaria mosquito Anopheles gambiae, use highly specialized and sensitive olfactory systems to locate their hosts. This is accomplished by detecting and following plumes of volatile host emissions, which include carbon dioxide (CO2). CO2 is sensed by a population of olfactory sensory neurons in the maxillary palps of mosquitoes and in the antennae of the more genetically tractable fruitfly, Drosophila melanogaster. The molecular identity of the chemosensory CO2 receptor, however, remains unknown. Here we report that CO2-responsive neurons in Drosophila co-express a pair of chemosensory receptors, Gr21a and Gr63a, at both larval and adult life stages. We identify mosquito homologues of Gr21a and Gr63a, GPRGR22 and GPRGR24, and show that these are co-expressed in A. gambiae maxillary palps. We show that Gr21a and Gr63a together are sufficient for olfactory CO2-chemosensation in Drosophila. Ectopic expression of Gr21a and Gr63a together confers CO2 sensitivity on CO2-insensitive olfactory neurons, but neither gustatory receptor alone has this function. Mutant flies lacking Gr63a lose both electrophysiological and behavioural responses to CO2. Knowledge of the molecular identity of the insect olfactory CO2 receptors may spur the development of novel mosquito control strategies designed to take advantage of this unique and critical olfactory pathway. This in turn could bolster the worldwide fight against malaria and other insect-borne diseases."
65,10.1098/rsos.140322,https://royalsocietypublishing.org/doi/10.1098/rsos.140322,https://royalsocietypublishing.org/doi/10.1098/rsos.140322,True,['Maintain structural integrity'],"['Manage structural forces', 'Prevent structural failure']","['Manage impact', 'Prevent fracture/rupture']","['Advanced Engineering Materials', 'Royal Society Open Science']",royalsocietypublishing.org,,-1,"Impact behaviour of freeze-dried and fresh pomelo (Citrus maxima) peel: influence of the hydration state Pomelos (Citrus maxima) are known for their thick peel which—inter alia—serves as energy dissipator when fruits impact on the ground after being shed. It protects the fruit from splitting open and thus enables the contained seeds to stay germinable and to potentially be dispersed by animal vectors. The main part of the peel consists of a parenchymatous tissue that can be interpreted from a materials point of view as open pored foam whose struts are pressurized and filled with liquid. In order to investigate the influence of the water content on the energy dissipation capacity, drop weight tests were conducted with fresh and with freeze-dried peel samples. Based on the coefficient of restitution it was found that freeze-drying markedly reduces the relative energy dissipation capacity of the peel. Measuring the transmitted force during impact furthermore indicated a transition from a uniform collapse of the foam-like tissue to a progressive collapse due to water extraction. Representing the peel by a Maxwell model illustrates that freeze-drying not only drastically reduces the damping function of the dashpots but also stiffens the springs of the model."
66,10.1038/nchembio.2007.5,https://www.nature.com/articles/nchembio.2007.5,https://www.nature.com/articles/nchembio.2007.5.pdf,True,['Protect from harm'],['Protect from living threats'],"['Protect from animals', 'Send chemical signals']",['Nature Chemical Biology'],www.nature.com,,-1,"The function of terpene natural products in the natural world. As the largest class of natural products, terpenes have a variety of roles in mediating antagonistic and beneficial interactions among organisms. They defend many species of plants, animals and microorganisms against predators, pathogens and competitors, and they are involved in conveying messages to conspecifics and mutualists regarding the presence of food, mates and enemies. Despite the diversity of terpenes known, it is striking how phylogenetically distant organisms have come to use similar structures for common purposes. New natural roles undoubtedly remain to be discovered for this large class of compounds, given that such a small percentage of terpenes has been investigated so far."
67,10.1093/jxb/ert279,https://academic.oup.com/jxb/article/64/15/4793/464484,https://academic.oup.com//jxb/article-pdf/64/15/4793/17129302/ert279.pdf,False,['Maintain structural integrity'],"['Manage structural forces', 'Prevent structural failure']","['Manage stress/strain', 'Prevent buckling']","['American Journal of Botany', 'Functional Ecology', 'Journal of Experimental Botany', 'New Phytologist']",academic.oup.com,,-1,"Integrative biomechanics for tree ecology: beyond wood density and strength. Functional ecology has long considered the support function as important, but its biomechanical complexity is only just being elucidated. We show here that it can be described on the basis of four biomechanical traits, two safety traits against winds and self-buckling, and two motricity traits involved in sustaining an upright position, tropic motion velocity (MV) and posture control (PC). All these traits are integrated at the tree scale, combining tree size and shape together with wood properties. The assumption of trait constancy has been used to derive allometric scaling laws, but it was more recently found that observing their variations among environments and functional groups, or during ontogeny, provides more insights into adaptive syndromes of tree shape and wood properties. However, oversimplified expressions have often been used, possibly concealing key adaptive drivers. An extreme case of oversimplification is the use of wood basic density as a proxy for safety. Actually, as wood density is involved in stiffness, loads, and construction costs, the impact of its variations on safety is non-trivial. Moreover, other wood features, especially the microfibril angle (MFA), are also involved. Furthermore, wood is not only stiff and strong, but it also acts as a motor for MV and PC. The relevant wood trait for this is maturation strain asymmetry. Maturation strains vary with cell-wall characteristics such as MFA, rather than with wood density. Finally, the need for further studies about the ecological relevance of branching patterns, motricity traits, and growth responses to mechanical loads is discussed."
68,10.1098/rsta.2009.0003,https://royalsocietypublishing.org/doi/full/10.1098/rsta.2009.0003,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2009.0003,True,"['Change size or color', 'Protect from harm']","['Change size/shape', 'Protect from living threats']",['Protect from animals'],"['Journal of Bionic Engineering', 'Plant Ecology', 'Philosophical Transactions of the Royal Society A', 'Plant, Cell & Environment']",royalsocietypublishing.org,,-1,Actuation systems in plants as prototypes for bioinspired devices Plants have evolved a multitude of mechanisms to actuate organ movement. The osmotic influx and efflux of water in living cells can cause a rapid movement of organs in a predetermined direction. Even dead tissue can be actuated by a swelling or drying of the plant cell walls. The deformation of the organ is controlled at different levels of tissue hierarchy by geometrical constraints at the micrometre level (e.g. cell shape and size) and cell wall polymer composition at the nanoscale (e.g. cellulose fibril orientation). This paper reviews different mechanisms of organ movement in plants and highlights recent research in the field. Particular attention is paid to systems that are activated without any metabolism. The design principles of such systems may be particularly useful for a biomimetic translation into active technical composites and moving devices.
69,10.1098/rsbl.2005.0307,https://royalsocietypublishing.org/doi/10.1098/rsbl.2005.0307,https://royalsocietypublishing.org/doi/10.1098/rsbl.2005.0307,True,"['Protect from harm', 'Sense send or process information', 'Physically assemble/disassemble']","['Protect from living threats', 'Send signals', 'Physically assemble structure']","['Protect from animals', 'Send light signals in the visible spectrum', 'Send light signals in the non-visible spectrum']","['Biology Letters', 'Austral Ecology', 'Science']",royalsocietypublishing.org,,-1,"Spider signals: are web decorations visible to birds and bees? We are becoming increasingly aware of animal communication outside the range of human sensitivity. Web decorations are silk structures used by orb-web spiders to deceive prey and predators. However, despite the level of interest in these structures, their visibility to prey and predators has never, to our knowledge, been objectively assessed. Here, we use spectrophotometric analyses to show that the decorations of all five tested spider species are visible to honey bees and birds over short and long distances. Furthermore, the discoid decorations of one species may provide some protection against arthropod predators. However, these decorations are inefficient at camouflaging the spider against birds, despite the overlap between the spider's body and web decoration."
70,10.1371/journal.pone.0003446,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0003446,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0003446&type=printable,True,['Move'],['Passive movement'],['Passively move through/on liquids'],"['Reviews in Fish Biology and Fisheries', 'PLOS One']",journals.plos.org,,-1,"Functional Dorsoventral Symmetry in Relation to Lift-Based Swimming in the Ocean Sunfish Mola mola The largest (up to 2 tons) and a globally distributed teleost—the ocean sunfish Mola mola—is commonly regarded as a planktonic fish because of its unusual shape including absence of caudal fin. This common view was recently questioned because the horizontal movements of the ocean sunfish tracked by acoustic telemetry were independent of ocean currents. However, direct information regarding their locomotor performance under natural conditions is still lacking. By using multi-sensor tags, we show that sunfish indeed swam continuously with frequent vertical movements at speeds of 0.4–0.7 m s–1, which is similar to the records of other large fishes such as salmons, marlins, and pelagic sharks. The acceleration data revealed that they stroked their dorsal and anal fins synchronously (dominant frequency, 0.3–0.6 Hz) to generate a lift-based thrust, as penguins do using two symmetrical flippers. Morphological studies of sunfish (mass, 2–959 kg) showed that the dorsal and anal fins had similar external (symmetrical shape and identical area) and internal (identical locomotory muscle mass) features; however, the muscle shape differed markedly. We conclude that ocean sunfish have functional dorsoventral symmetry with regards to the non-homologous dorsal and anal fins that act as a pair of vertical hydrofoils. Although sunfish lack a swimbladder, we found that they are neutrally buoyant independent of depth because of their subcutaneous gelatinous tissue that has low density and is incompressible. Efficient lift-based swimming in conjunction with neutral buoyancy enables sunfish to travel long distances both horizontally and vertically."
71,10.1016/j.carbon.2010.10.048,https://www.sciencedirect.com/science/article/abs/pii/S0008622310007785?via%3Dihub,https://www.sciencedirect.com/science/article/pii/S0008622310007785/pdfft,True,['Change size or color'],['Modify color'],['Change structural color'],['Carbon'],www.sciencedirect.com,,-1,Super black and ultrathin amorphous carbon film inspired by anti-reflection architecture in butterfly wing Abstract An ultrathin and super black amorphous carbon (a-C) film has been fabricated by borrowing the inverse V-type anti-reflection nano-architecture from the black wings of butterfly Ornithoptera goliath through vacuum sintering process. The biomimetic a-C film shows good optical absorption (99%) at low reflectance (
72,10.1098/rspb.2011.1169,https://royalsocietypublishing.org/doi/10.1098/rspb.2011.1169,https://royalsocietypublishing.org/doi/10.1098/rspb.2011.1169,True,['Process resources'],['Distribute resources'],['Distribute liquids'],['Proceedings of the Royal Society B'],royalsocietypublishing.org,,-1,"A poisonous surprise under the coat of the African crested rat Plant toxins are sequestered by many animals and the toxicity is frequently advertised by aposematic displays to deter potential predators. Such ‘unpalatability by appropriation’ is common in many invertebrate groups and also found in a few vertebrate groups. However, potentially lethal toxicity by acquisition has so far never been reported for a placental mammal. Here, we describe complex morphological structures and behaviours whereby the African crested rat, Lophiomys imhausi, acquires, dispenses and advertises deterrent toxin. Roots and bark of Acokanthera schimperi (Apocynaceae) trees are gnawed, masticated and slavered onto highly specialized hairs that wick up the compound, to be delivered whenever the animal is bitten or mouthed by a predator. The poison is a cardenolide, closely resembling ouabain, one of the active components in a traditional African arrow poison long celebrated for its power to kill elephants."
73,10.1093/icb/icl030,https://academic.oup.com/icb/article/46/5/587/709811,https://academic.oup.com//icb/article-pdf/46/5/587/2092193/icl030.pdf,False,"['Maintain ecological community', 'Sense send or process information']","['Individual benefit', 'Process signals']","['Regulate reproduction or growth', 'Respond to signals', 'Sense chemicals']","['Ecology', 'Integrative and Comparative Biology']",academic.oup.com,,-1,"Revisiting synchronous gamete release by fucoid algae in the intertidal zone: fertilization success and beyond? In the marine environment, both external fertilization and settlement are critical processes linking adult and early juvenile life-history phases. The success of both processes can be tightly linked in organisms lacking a larval dispersive phase. This review focuses on synchronous gamete release (= spawning) in fucoid algae. These brown macroalgae are important components of temperate intertidal ecosystems in many parts of the world, and achieve synchronous gamete release by integrating various environmental signals. Photosynthesis-dependent sensing of boundary-layer inorganic carbon fluxes, as well as blue light and green light signals, possibly perceived via a chloroplast-located photoreceptor(s), are integrated into pathways that restrict gamete release to periods of low water motion. Avoidance of turbulent and/or high flow conditions in the intertidal zone allows high levels of fertilization success in this group. Temporal patterns and synchrony of spawning in natural populations are reviewed. Most species/populations have a more or less semilunar periodicity, although phase differences occur both between and within species at different geographical locations, raising the possibility that tidal and diurnal cues are more important than semilunar cues in entraining the response. The ecological and evolutionary role(s) of synchronous spawning in the intertidal zone are considered, particularly with regard to hybridization/reproductive isolation in species complexes, and reproductive versus recruitment assurance in the intertidal zone, where synchronous spawning during calm periods may be important for recruitment assurance in addition to fertilization success. Ways in which the roles of spawning synchrony could be tested in closely related species with contrasting mating systems (outcrossing versus selfing) are discussed."
74,10.1098/rsbl.2010.0993,https://royalsocietypublishing.org/doi/10.1098/rsbl.2010.0993,https://royalsocietypublishing.org/doi/10.1098/rsbl.2010.0993,True,['Protect from harm'],['Protect from non-living threats'],['Protect from temperature'],['Biology Letters'],royalsocietypublishing.org,,-1,"Penguin heat-retention structures evolved in a greenhouse Earth Penguins (Sphenisciformes) inhabit some of the most extreme environments on Earth. The 60+ Myr fossil record of penguins spans an interval that witnessed dramatic shifts in Cenozoic ocean temperatures and currents, indicating a long interplay between penguin evolution and environmental change. Perhaps the most celebrated example is the successful Late Cenozoic invasion of glacial environments by crown clade penguins. A major adaptation that allows penguins to forage in cold water is the humeral arterial plexus, a vascular counter-current heat exchanger (CCHE) that limits heat loss through the flipper. Fossil evidence reveals that the humeral plexus arose at least 49 Ma during a ‘Greenhouse Earth’ interval. The evolution of the CCHE is therefore unrelated to global cooling or development of polar ice sheets, but probably represents an adaptation to foraging in subsurface waters at temperate latitudes. As global climate cooled, the CCHE was key to invasion of thermally more demanding environments associated with Antarctic ice sheets."
75,10.1038/35090573,https://www.nature.com/articles/35090573,https://www.nature.com/articles/35090573.pdf,True,['Sense send or process information'],['Sense signals/environmental cues'],['Sense light in the visible spectrum'],"['Nature', 'Journal of Materials Chemistry']",www.nature.com,,-1,"Calcitic microlenses as part of the photoreceptor system in brittlestars Photosensitivity in most echinoderms has been attributed to ‘diffuse’ dermal receptors. Here we report that certain single calcite crystals used by brittlestars for skeletal construction are also a component of specialized photosensory organs, conceivably with the function of a compound eye. The analysis of arm ossicles in Ophiocoma showed that in light-sensitive species, the periphery of the labyrinthic calcitic skeleton extends into a regular array of spherical microstructures that have a characteristic double-lens design. These structures are absent in light-indifferent species. Photolithographic experiments in which a photoresist film was illuminated through the lens array showed selective exposure of the photoresist under the lens centres. These results provide experimental evidence that the microlenses are optical elements that guide and focus the light inside the tissue. The estimated focal distance (4–7 µm below the lenses) coincides with the location of nerve bundles—the presumed primary photoreceptors. The lens array is designed to minimize spherical aberration and birefringence and to detect light from a particular direction. The optical performance is further optimized by phototropic chromatophores that regulate the dose of illumination reaching the receptors. These structures represent an example of a multifunctional biomaterial that fulfills both mechanical and optical functions."
76,10.1038/nature10325,https://www.nature.com/articles/nature10325,https://www.nature.com/articles/nature10325.pdf,True,"['Maintain ecological community', 'Chemically modify or Change energy state']","['Individual benefit', 'Change energy state']","['Regulate reproduction or growth', 'Modify/convert chemical energy']","['PNAS', 'Nature']",www.nature.com,,-1,"Hydrogen is an energy source for hydrothermal vent symbioses The discovery of deep-sea hydrothermal vents in 1977 revolutionized our understanding of the energy sources that fuel primary productivity on Earth. Hydrothermal vent ecosystems are dominated by animals that live in symbiosis with chemosynthetic bacteria. So far, only two energy sources have been shown to power chemosynthetic symbioses: reduced sulphur compounds and methane. Using metagenome sequencing, single-gene fluorescence in situ hybridization, immunohistochemistry, shipboard incubations and in situ mass spectrometry, we show here that the symbionts of the hydrothermal vent mussel Bathymodiolus from the Mid-Atlantic Ridge use hydrogen to power primary production. In addition, we show that the symbionts of Bathymodiolus mussels from Pacific vents have hupL, the key gene for hydrogen oxidation. Furthermore, the symbionts of other vent animals such as the tubeworm Riftia pachyptila and the shrimp Rimicaris exoculata also have hupL. We propose that the ability to use hydrogen as an energy source is widespread in hydrothermal vent symbioses, particularly at sites where hydrogen is abundant."
